"gid,N,10,0","ev_id,C,6","iso3year,C,7","iso3,C,3","id_nat,C,10","id_cat,C,20","year,N,5,0","start_date,N,10,0","end_date,N,10,0","duration,N,5,0","ss_cat,N,5,0","sum_ws_km,N,10,0","sum_pdi,N,10,0","sum_pdr,N,10,0","popurb_07,N,24,15","poprur_07,N,24,15","poptot_07,N,24,15","gdptot_07,N,24,15","other_name,C,25","serial_num,C,15"
14363,tc1818,DMA1989,DMA,tc18181989,,1989,19890917,19890917,11,2,1683,859339,318,11595,11184,22779,107337386,HUGO,1989254N13340
14364,tc1714,,,,,1988,19880912,19880918,34,2,5202,18046119,794,0,0,0,0,HAL,1988249N18163
14365,tc1715,,,,,1988,19880911,19880919,152,2,23256,20624136,4909,0,0,0,0,GILBERT,1988253N12306
14366,tc1106,,,,,1981,19810906,19810908,10,2,1530,8593390,159,0,0,0,0,FLOYD,1981247N16300
14367,tc1728,,,,,1988,19881018,19881022,117,2,17901,11171407,1707,0,0,0,0,JOAN:MIRIAM,1988285N09318
14368,tc1797,CAN1989,CAN,tc17971989,,1989,19890808,19890808,1,2,153,859339,1,88,726,814,20405028,DEAN,1989212N15318
14369,tc1743,MDG1989,MDG,tc17431989,,1989,19890114,19890114,2,2,306,1718678,66,0,36569,36569,7487102,CALASANJY,1989006S15044
14370,tc1748,,,,,1989,19890128,19890129,6,2,918,4296695,94,0,0,0,0,FIRINGA,1989024S11064
14371,tc1715,USA1988,USA,tc17151988,,1988,19880919,19880919,1,2,153,859339,7,218381,6473,224854,0,GILBERT,1988253N12306
14372,tc1721,,,,,1988,19880922,19880930,130,2,19890,22342814,2959,0,0,0,0,HELENE,1988264N13328
14373,tc1723,,,,,1988,19880923,19880924,5,2,765,4296695,64,0,0,0,0,LANE,1988265N13263
14374,tc1725,,,,,1988,19881003,19881010,150,2,22950,24061492,3626,0,0,0,0,NELSON,1988274N12142
14375,tc1728,NIC1988,NIC,tc17281988,,1988,19881022,19881022,40,2,6120,2578017,758,52115,167467,219582,175150072,JOAN:MIRIAM,1988285N09318
14376,tc1734,,,,,1988,19881105,19881107,11,2,1683,6015373,318,0,0,0,0,SKIP,1988308N09140
14377,tc1799,,,,,1989,19890814,19890815,6,2,918,5156034,83,0,0,0,0,OWEN,1989216N06159
14378,tc1730,,,,,1988,19881023,19881025,9,2,1377,6874712,196,0,0,0,0,RUBY,1988295N10138
14379,tc1737,,,,,1988,19881217,19881217,4,2,612,2578018,50,0,0,0,0,ILONA,1988347S12128
14380,tc1730,PHL1988,PHL,tc17301988,,1988,19881024,19881025,3,2,459,2578017,108,406648,1544092,1950740,1456525500,RUBY,1988295N10138
14381,tc1737,AUS1988,AUS,tc17371988,,1988,19881217,19881217,4,2,612,1718680,28,0,0,0,20716582,ILONA,1988347S12128
14382,tc1734,PHL1988,PHL,tc17341988,,1988,19881107,19881107,1,2,153,859339,26,0,134104,134104,90868208,SKIP,1988308N09140
14383,tc1735,,,,,1988,19881113,19881116,16,2,2448,10312068,382,0,0,0,0,BARISAONA,1988310S08100
14384,tc1743,,,,,1989,19890113,19890114,6,2,918,2578017,79,0,0,0,0,CALASANJY,1989006S15044
14385,tc1797,,,,,1989,19890806,19890808,11,2,1683,9452729,149,0,0,0,0,DEAN,1989212N15318
14386,tc1736,,,,,1988,19881124,19881126,17,2,2601,9452729,657,0,0,0,0,KEITH,1988323N15286
14387,tc1800,,,,,1989,19890813,19890814,5,2,765,4296695,66,0,0,0,0,NANCY,1989221N10149
14388,tc1750,,,,,1989,19890212,19890215,155,2,23715,13319757,1995,0,0,0,0,HARRY,1989037S16164
14389,tc1750,NCL1989,NCL,tc17501989,,1989,19890213,19890214,41,2,6273,2578017,604,0,0,0,0,HARRY,1989037S16164
14390,tc1752,,,,,1989,19890219,19890226,14,2,2142,23202161,490,0,0,0,0,HANITRA:LEON:LEON/HANITRA,1989044S12102
14391,tc1764,,,,,1989,19890402,19890404,28,2,4284,5156034,519,0,0,0,0,AIVU,1989089S11158
14392,tc2113,,,,,1992,19920919,19920923,111,2,16983,15468102,665,0,0,0,0,BONNIE,1992262N34301
14393,tc1764,AUS1989,AUS,tc17641989,,1989,19890403,19890404,22,2,3366,3437356,389,0,1888,1888,48227500,AIVU,1989089S11158
14394,tc1767,,,,,1989,19890408,19890410,7,2,1071,6015373,80,0,0,0,0,LILI,1989096S13159
14395,tc1768,,,,,1989,19890420,19890422,70,2,10710,9452729,2384,0,0,0,0,ANDY,1989103N07154
14396,tc1769,,,,,1989,19890419,19890422,232,2,35496,12030750,4347,0,0,0,0,ORSON,1989108S11128
14397,tc1769,AUS1989,AUS,tc17691989,,1989,19890422,19890423,12,2,1836,1289010,279,0,15748,15748,272180320,ORSON,1989108S11128
14398,tc1775,,,,,1989,19890609,19890610,5,2,765,4296695,65,0,0,0,0,DOT,1989153N04144
14399,tc1775,CHN1989,CHN,tc17751989,,1989,19890610,19890610,1,2,153,859339,1,3,6224,6227,7404543,DOT,1989153N04144
14400,tc1785,,,,,1989,19890713,19890716,64,2,9792,11171407,1955,0,0,0,0,GORDON,1989190N20160
14401,tc1785,PHL1989,PHL,tc17851989,,1989,19890715,19890716,20,2,3060,2578017,653,53607,873955,927562,778278936,GORDON,1989190N20160
14402,tc1801,,,,,1989,19890817,19890822,31,2,4743,17186780,719,0,0,0,0,ISMAEL,1989227N13261
14403,tc1801,MEX1989,MEX,tc18011989,,1989,19890819,19890819,2,2,306,859339,64,0,0,0,0,ISMAEL,1989227N13261
14404,tc1804,,,,,1989,19890823,19890826,13,2,1989,11171407,169,0,0,0,0,ERIN,1989230N14338
14405,tc1808,,,,,1989,19890826,19890827,34,2,5202,4296695,385,0,0,0,0,KIKO,1989238N22253
14406,tc1808,MEX1989,MEX,tc18081989,,1989,19890827,19890827,19,2,2907,1718678,199,9,17675,17684,143452909,KIKO,1989238N22253
14407,tc1915,,,,,1990,19900909,19900916,208,2,31824,24061492,3478,0,0,0,0,MARIE,1990251N12238
14408,tc1919,,,,,1990,19900915,19900921,193,2,29529,18046119,4739,0,0,0,0,FLO,1990251N06171
14409,tc1813,,,,,1989,19890901,19890908,147,2,22491,24061492,4307,0,0,0,0,GABRIELLE,1989243N12339
14410,tc1815,,,,,1989,19890910,19890911,5,2,765,3437356,116,0,0,0,0,SARAH:SARAH(-)1,1989246N16159
14411,tc1815,TWN1989,TWN,tc18151989,,1989,19890911,19890911,1,2,153,859339,18,0,791,791,14654411,SARAH:SARAH(-)1,1989246N16159
14412,tc1816,,,,,1989,19890914,19890915,3,2,459,2578017,4,0,0,0,0,TIP,1989250N17148
14413,tc1818,KNA1989,KNA,tc18181989,,1989,19890917,19890917,12,2,1836,859339,299,38255,786,39041,405238018,HUGO,1989254N13340
14414,tc1818,MSR1989,MSR,tc18181989,,1989,19890917,19890917,12,2,1836,859339,306,0,9360,9360,35975156,HUGO,1989254N13340
14415,tc1818,PRI1989,PRI,tc18181989,,1989,19890918,19890918,22,2,3366,1718678,540,2567315,32879,2600194,0,HUGO,1989254N13340
14416,tc1818,USA1989,USA,tc18181989,,1989,19890922,19890923,7,2,1071,4296695,433,4038434,878103,4916537,0,HUGO,1989254N13340
14417,tc1919,JPN1990,JPN,tc19191990,,1990,19900917,19900919,89,2,13617,6874712,2257,2374891,218294,2593185,0,FLO,1990251N06171
14418,tc1818,ATG1989,ATG,tc18181989,,1989,19890917,19890917,12,2,1836,859339,306,65913,195,66108,861565677,HUGO,1989254N13340
14419,tc1818,CAN1989,CAN,tc18181989,,1989,19890923,19890925,4,2,612,3437356,170,1450216,224001,1674217,0,HUGO,1989254N13340
14420,tc1107,,,,,1981,19810911,19810912,7,2,1071,6015373,28,0,0,0,0,GERT,1981250N15306
14421,tc1820,JPN1989,JPN,tc18201989,,1989,19890919,19890919,3,2,459,2578017,29,7027,26308,33335,1746388460,WAYNE,1989259N20126
14422,tc1818,VGB1989,VGB,tc18181989,,1989,19890918,19890918,14,2,2142,859339,296,9121,3723,12844,721498352,HUGO,1989254N13340
14423,tc1818,GLP1989,GLP,tc18181989,,1989,19890917,19890917,23,2,3519,1718678,624,350728,23383,374111,0,HUGO,1989254N13340
14424,tc2630,NZL1998,NZL,tc26301998,,1998,19980328,19980328,1,2,153,859339,35,0,5649,5649,41417446,YALI,1998076S11170
14425,tc1818,VIR1989,VIR,tc18181989,,1989,19890918,19890918,30,2,4590,1718678,632,93615,105,93720,0,HUGO,1989254N13340
14426,tc1827,JPN1989,JPN,tc18271989,,1989,19891006,19891006,2,2,306,859339,47,0,629,629,8244243,COLLEEN:COLLEN,1989271N14168
14427,tc1827,RUS1989,RUS,tc18271989,,1989,19891009,19891009,1,2,153,859339,40,0,295,295,180488,COLLEEN:COLLEN,1989271N14168
14428,tc2637,,,,,1998,19980608,19980609,5,2,765,3437357,95,0,0,0,0,NOT NAMED,1998152N11075
14429,tc2637,IND1998,IND,tc26371998,,1998,19980609,19980609,1,2,153,429670,8,0,37067,37067,26118060,NOT NAMED,1998152N11075
14430,tc1819,,,,,1989,19890918,19890919,5,2,765,4296695,17,0,0,0,0,VERA,1989254N17145
14431,tc1820,,,,,1989,19890918,19890919,5,2,765,4296695,48,0,0,0,0,WAYNE,1989259N20126
14432,tc1830,,,,,1989,19891010,19891012,9,2,1377,7734051,44,0,0,0,0,DAN,1989279N07151
14433,tc1825,,,,,1989,19891001,19891009,161,2,24633,21483475,3192,0,0,0,0,ANGELA,1989271N12142
14434,tc1830,PHL1989,PHL,tc18301989,,1989,19891010,19891010,1,2,153,859339,1,39898,23310,63208,86178224,DAN,1989279N07151
14435,tc1843,,,,,1989,19891225,19891226,118,2,18054,6874712,1294,0,0,0,0,JACK,1989354N05155
14436,tc1825,PHL1989,PHL,tc18251989,,1989,19891005,19891006,14,2,2142,2578017,317,0,6709,6709,31374532,ANGELA,1989271N12142
14437,tc1839,,,,,1989,19891128,19891203,143,2,21879,16327441,2483,0,0,0,0,IRMA,1989324N17174
14438,tc1842,,,,,1989,19891220,19891221,6,2,918,4296695,115,0,0,0,0,ALIBERA,1989349S08065
14439,tc2641,,,,,1998,19980624,19980627,62,2,9486,11171407,1574,0,0,0,0,BLAS,1998173N08266
14440,tc1827,,,,,1989,19891004,19891009,29,2,4437,17186780,1187,0,0,0,0,COLLEEN:COLLEN,1989271N14168
14441,tc1832,,,,,1989,19891016,19891020,122,2,18666,12030746,2568,0,0,0,0,ELSIE,1989286N14137
14442,tc1832,PHL1989,PHL,tc18321989,,1989,19891019,19891019,10,2,1530,1718678,396,506640,2993157,3499797,0,ELSIE,1989286N14137
14443,tc3393,ZZP2006,ZZP,tc33932006,,2006,20060809,20060809,12,2,1836,859340,214,0,0,0,0,SAOMAI,2006216N07151
14444,tc1835,,,,,1989,19891025,19891031,47,2,7191,22342814,1537,0,0,0,0,FORREST,1989291N05158
14445,tc1846,,,,,1990,19900117,19900117,3,2,459,2578017,6,0,0,0,0,KORYN,1990008N01172
14446,tc1849,NIU1990,NIU,tc18491990,,1990,19900205,19900205,9,2,1377,859339,274,0,2063,2063,19147712,OFA,1990028S10183
14447,tc1851,,,,,1990,19900203,19900204,6,2,918,2578017,82,0,0,0,0,DETY,1990031S09070
14448,tc1847,AUS1990,AUS,tc18471990,,1990,19900128,19900128,2,2,306,1432232,13,0,113,113,1659233,TINA,1990024S14117
14449,tc1848,,,,,1990,19900131,19900201,3,2,459,2578017,4,0,0,0,0,NANCY,1990027S18156
14450,tc1849,,,,,1990,19900203,19900206,94,2,14382,12030746,2270,0,0,0,0,OFA,1990028S10183
14451,tc1857,,,,,1990,19900304,19900306,6,2,918,5156034,14,0,0,0,0,VINCENT,1990056S11125
14452,tc1858,,,,,1990,19900314,19900319,35,2,5355,18046126,2881,0,0,0,0,GREGOARA:WALTER,1990062S13091
14453,tc1859,,,,,1990,19900307,19900308,4,2,612,2578018,19,0,0,0,0,HILDA,1990060S15170
14454,tc1861,,,,,1990,19900317,19900321,95,2,14535,12890085,2514,0,0,0,0,ALEX,1990074S12115
14455,tc1891,CAN1990,CAN,tc18911990,,1990,19900802,19900802,2,2,306,1718678,17,77,17,94,28971790,BERTHA,1990206N34285
14456,tc1869,,,,,1990,19900506,19900509,143,2,21879,10312068,2335,0,0,0,0,NOT NAMED,1990124N09088
14457,tc1869,IND1990,IND,tc18691990,,1990,19900508,19900509,62,2,9486,4296695,1021,3152587,1388160,4540747,0,NOT NAMED,1990124N09088
14458,tc1896,MEX1990,MEX,tc18961990,,1990,19900807,19900807,1,2,153,859339,1,233,1783,2016,24756133,DIANA,1990216N13281
14459,tc1887,,,,,1990,19900723,19900727,47,2,7191,14608763,1172,0,0,0,0,ISELLE,1990202N10264
14460,tc1887,MEX1990,MEX,tc18871990,,1990,19900725,19900725,4,2,612,859339,97,0,0,0,0,ISELLE,1990202N10264
14461,tc1889,,,,,1990,19900727,19900729,35,2,5355,7734051,473,0,0,0,0,STEVE,1990205N16141
14462,tc1899,JPN1990,JPN,tc18991990,,1990,19900818,19900818,3,2,459,1718678,95,0,1866,1866,60409104,YANCY,1990221N07162
14463,tc3398,,,,,2006,20060817,20060819,7,2,1071,6015373,156,0,0,0,0,HECTOR,2006228N13247
14464,tc1891,,,,,1990,19900801,19900802,4,2,612,3437356,29,0,0,0,0,BERTHA,1990206N34285
14465,tc3399,,,,,2006,20060821,20060907,622,2,95166,59294391,14394,0,0,0,0,IOKE,2006228N10218
14466,tc1893,,,,,1990,19900731,19900810,5,2,765,4296695,71,0,0,0,0,VERNON,1990208N18132
14467,tc1896,,,,,1990,19900807,19900807,2,2,306,1718678,3,0,0,0,0,DIANA,1990216N13281
14468,tc1899,,,,,1990,19900818,19900819,4,2,612,2578017,120,0,0,0,0,YANCY,1990221N07162
14469,tc1899,TWN1990,TWN,tc18991990,,1990,19900819,19900819,1,2,153,859339,25,61254,5927,67181,0,YANCY,1990221N07162
14470,tc1902,,,,,1990,19900820,19900822,9,2,1377,7734051,125,0,0,0,0,ZOLA,1990228N15141
14471,tc1902,JPN1990,JPN,tc19021990,,1990,19900821,19900822,3,2,459,2578017,29,218077,57910,275987,0,ZOLA,1990228N15141
14472,tc1904,,,,,1990,19900820,19900822,19,2,2907,7734051,443,0,0,0,0,JULIO,1990229N11261
14473,tc1909,,,,,1990,19900828,19900830,8,2,1224,6874712,100,0,0,0,0,ABE,1990235N10152
14474,tc1910,,,,,1990,19900827,19900901,29,2,4437,16327441,711,0,0,0,0,GUSTAV,1990236N13314
14475,tc1912,,,,,1990,19900906,19900907,5,2,765,4296695,64,0,0,0,0,DOT:DOT(-)1,1990245N16149
14476,tc1921,,,,,1990,19901005,19901006,4,2,612,3437356,10,0,0,0,0,JOSEPHINE,1990264N14328
14477,tc1922,,,,,1990,19900928,19900928,5,2,765,3437356,107,0,0,0,0,GENE,1990261N12141
14478,tc1923,,,,,1990,19900925,19900928,81,2,12393,11171407,2110,0,0,0,0,ODILE,1990267N13252
14479,tc1926,,,,,1990,19901003,19901008,24,2,3672,13749425,457,0,0,0,0,HATTIE,1990271N13153
14480,tc1934,,,,,1990,19901018,19901028,421,2,64413,28358187,6077,0,0,0,0,TRUDY,1990289N10261
14481,tc1937,,,,,1990,19901025,19901026,6,2,918,4296695,33,0,0,0,0,VANCE,1990295N11261
14482,tc1940,,,,,1990,19901109,19901114,125,2,19125,16327441,3224,0,0,0,0,MIKE,1990310N07152
14483,tc1940,PHL1990,PHL,tc19401990,,1990,19901112,19901113,8,2,1224,3437356,322,292710,1809198,2101908,1857510020,MIKE,1990310N07152
14484,tc1940,PLW1990,PLW,tc19401990,,1990,19901110,19901110,13,2,1989,859339,203,7143,4885,12028,111832613,MIKE,1990310N07152
14485,tc1926,JPN1990,JPN,tc19261990,,1990,19901005,19901008,4,2,612,2148348,53,128109,34051,162160,0,HATTIE,1990271N13153
14486,tc1944,,,,,1990,19901122,19901129,169,2,25857,19764797,3203,0,0,0,0,OWEN,1990319N07197
14487,tc1929,,,,,1990,19901014,19901015,4,2,612,3437356,7,0,0,0,0,LILI,1990279N36316
14488,tc1929,CAN1990,CAN,tc19291990,,1990,19901015,19901015,1,2,153,859339,3,0,642,642,7402630,LILI,1990279N36316
14489,tc1933,,,,,1990,19901020,19901022,7,2,1071,6015373,239,0,0,0,0,KYLE,1990287N13156
14490,tc1944,FSM1990,FSM,tc19441990,,1990,19901127,19901128,29,2,4437,3437356,966,0,0,0,0,OWEN,1990319N07197
14491,tc1945,,,,,1990,19901125,19901129,148,2,22644,17186780,4098,0,0,0,0,PAGE,1990309N08167
14492,tc1945,JPN1990,JPN,tc19451990,,1990,19901129,19901129,1,2,153,859339,66,0,203,203,31834504,PAGE,1990309N08167
14493,tc1946,FJI1990,FJI,tc19461990,,1990,19901127,19901127,1,2,153,859339,6,0,6206,6206,5277771,SINA,1990327S07175
14494,tc2644,,,,,1998,19980724,19980728,30,2,4590,13749424,880,0,0,0,0,DARBY,1998203N11253
14495,tc3399,JTN2006,JTN,tc33992006,,2006,20060823,20060823,4,2,612,859339,65,0,0,0,0,IOKE,2006228N10218
14496,tc1946,,,,,1990,19901126,19901204,5,2,765,5156035,30,0,0,0,0,SINA,1990327S07175
14497,tc2007,RUS1991,RUS,tc20071991,,1991,19910928,19910928,1,2,153,859339,77,0,126,126,390364,MIREILLE,1991256N13171
14498,tc1949,,,,,1990,19901216,19901223,190,2,29070,22342814,4921,0,0,0,0,RUSS,1990347N05173
14499,tc1949,GUM1990,GUM,tc19491990,,1990,19901220,19901220,7,2,1071,859339,235,167623,2385,170008,0,RUSS,1990347N05173
14500,tc1951,,,,,1990,19901222,19901224,92,2,14076,7734051,798,0,0,0,0,JOY,1990350S11165
14501,tc1953,,,,,1991,19910128,19910131,89,2,13617,9452729,1081,0,0,0,0,BELLA,1991013S04096
14502,tc1953,MUS1991,MUS,tc19531991,,1991,19910131,19910131,4,2,612,859339,69,22960,12768,35728,165723636,BELLA,1991013S04096
14503,tc1962,,,,,1991,19910325,19910327,47,2,7191,5156034,443,0,0,0,0,ERROL,1991083S11100
14504,tc1969,,,,,1991,19910509,19910517,246,2,37638,28787862,5908,0,0,0,0,WALT,1991124N05152
14505,tc1970,,,,,1991,19910514,19910516,6,2,918,5156034,39,0,0,0,0,LISA,1991124S08154
14506,tc1975,,,,,1991,19910613,19910614,8,2,1224,3437356,119,0,0,0,0,YUNYA,1991163N11128
14507,tc1977,,,,,1991,19910622,19910625,32,2,4896,12030746,885,0,0,0,0,CARLOS,1991168N11265
14508,tc1983,,,,,1991,19910717,19910719,21,2,3213,6874712,883,0,0,0,0,AMY,1991194N11147
14509,tc1983,CHN1991,CHN,tc19831991,,1991,19910719,19910719,4,2,612,1718678,166,2611851,958493,3570344,0,AMY,1991194N11147
14510,tc1964,,,,,1991,19910330,19910331,5,2,765,2578017,95,0,0,0,0,FATIMA,1991080S06092
14511,tc1965,,,,,1991,19910411,19910415,171,2,26163,12030747,2571,0,0,0,0,MARIAN,1991099S10132
14512,tc1965,ZZA1991,ZZA,tc19651991,,1991,19910412,19910412,2,2,306,859339,64,0,0,0,0,MARIAN,1991099S10132
14513,tc1968,,,,,1991,19910428,19910429,67,2,10251,6874712,1972,0,0,0,0,NOT NAMED,1991113N10091
14514,tc1968,BGD1991,BGD,tc19681991,,1991,19910429,19910429,11,2,1683,1718678,529,5161342,7409816,12571158,0,NOT NAMED,1991113N10091
14515,tc2646,,,,,1998,19980801,19980803,23,2,3519,7734051,708,0,0,0,0,ESTELLE,1998210N14263
14516,tc1968,IND1991,IND,tc19681991,,1991,19910429,19910429,3,2,459,859339,169,0,235841,235841,125033784,NOT NAMED,1991113N10091
14517,tc1983,PHL1991,PHL,tc19831991,,1991,19910718,19910718,4,2,612,859339,177,0,2676,2676,1323890,AMY,1991194N11147
14518,tc2000,,,,,1991,19910905,19910911,90,2,13770,19764809,1773,0,0,0,0,IVY,1991243N05172
14519,tc1968,MMR1991,MMR,tc19681991,,1991,19910429,19910429,11,2,1683,1718678,529,0,270928,270928,86643440,NOT NAMED,1991113N10091
14520,tc1988,,,,,1991,19910801,19910805,29,2,4437,12890085,576,0,0,0,0,FEFA,1991210N11253
14521,tc1991,,,,,1991,19910814,19910815,11,2,1683,4726370,37,0,0,0,0,ELLIE,1991220N20160
14522,tc1983,TWN1991,TWN,tc19831991,,1991,19910718,19910718,7,2,1071,1718678,349,3391587,16213,3407800,0,AMY,1991194N11147
14523,tc1986,,,,,1991,19910726,19910729,66,2,10098,10312080,937,0,0,0,0,CAITLIN,1991200N05157
14524,tc1992,,,,,1991,19910815,19910815,3,2,459,2578017,12,0,0,0,0,FRED,1991220N10133
14525,tc1992,CHN1991,CHN,tc19921991,,1991,19910815,19910815,1,2,153,859339,3,0,0,0,0,FRED,1991220N10133
14526,tc1994,,,,,1991,19910818,19910820,10,2,1530,6015373,419,0,0,0,0,BOB,1991228N26286
14527,tc1994,CAN1991,CAN,tc19941991,,1991,19910820,19910820,1,2,153,716116,3,0,12,12,230245,BOB,1991228N26286
14528,tc1994,USA1991,USA,tc19941991,,1991,19910819,19910820,3,2,459,1718678,61,405831,17207,423038,0,BOB,1991228N26286
14529,tc2000,JPN1991,JPN,tc20001991,,1991,19910906,19910906,5,2,765,859340,95,0,669,669,8222596,IVY,1991243N05172
14530,tc2647,,,,,1998,19980804,19980804,2,2,306,859340,1,0,0,0,0,OTTO,1998213N14128
14531,tc2647,TWN1998,TWN,tc26471998,,1998,19980804,19980804,1,2,153,429670,1,1612,137,1749,64388544,OTTO,1998213N14128
14532,tc1986,JPN1991,JPN,tc19861991,,1991,19910727,19910729,12,2,1836,1718680,185,9909,25232,35141,722570064,CAITLIN,1991200N05157
14533,tc2650,,,,,1998,19980813,19980815,12,2,1836,7734051,304,0,0,0,0,GEORGETTE,1998223N09257
14534,tc1999,,,,,1991,19910902,19910902,1,2,153,859339,1,0,0,0,0,HARRY,1991239N20133
14535,tc2002,,,,,1991,19910906,19910908,55,2,8415,8593390,819,0,0,0,0,CLAUDETTE,1991248N27304
14536,tc2005,,,,,1991,19910912,19910914,15,2,2295,5585708,185,0,0,0,0,KINNA,1991251N12138
14537,tc2005,JPN1991,JPN,tc20051991,,1991,19910912,19910914,10,2,1530,3437358,86,1086097,79237,1165334,0,KINNA,1991251N12138
14538,tc2008,,,,,1991,19910919,19910921,15,2,2295,9452733,46,0,0,0,0,LUKE,1991256N14148
14539,tc2009,,,,,1991,19910921,19910922,8,2,1224,4296695,151,0,0,0,0,NAT,1991257N16130
14540,tc2009,TWN1991,TWN,tc20091991,,1991,19910922,19910922,1,2,153,859339,24,0,170,170,10377258,NAT,1991257N16130
14541,tc2011,,,,,1991,19910922,19910929,252,2,38556,24920831,4227,0,0,0,0,JIMENA,1991264N10260
14542,tc3479,CAN2007,CAN,tc34792007,,2007,20070801,20070801,1,2,153,859339,8,0,461,461,9739425,CHANTAL,2007212N36294
14543,tc2013,,,,,1991,19910927,19911008,283,2,43299,37810916,5732,0,0,0,0,KEVIN,1991268N12264
14544,tc2013,MEX1991,MEX,tc20131991,,1991,19911001,19911001,10,2,1530,859339,241,0,0,0,0,KEVIN,1991268N12264
14545,tc2016,,,,,1991,19911007,19911012,152,2,23256,18046119,2416,0,0,0,0,PAT,1991274N08164
14546,tc2035,GUM1991,GUM,tc20351991,,1991,19911127,19911127,11,2,1683,859339,473,167623,2385,170008,0,YURI,1991320N06171
14547,tc2388,JPN1995,JPN,tc23881995,,1995,19950916,19950916,3,2,459,429670,94,8150,1473,9623,343988876,OSCAR,1995250N09161
14548,tc2014,,,,,1991,19911006,19911015,184,2,28152,18905468,2420,0,0,0,0,ORCHID,1991274N14149
14549,tc2014,USA1991,USA,tc20141991,,1991,19911015,19911015,1,2,153,859339,10,0,0,0,0,ORCHID,1991274N14149
14550,tc2022,,,,,1991,19911022,19911027,268,2,41004,17186780,6522,0,0,0,0,RUTH,1991289N06156
14551,tc2027,,,,,1991,19911102,19911111,374,2,57222,29217526,6302,0,0,0,0,SETH,1991301N08173
14552,tc2022,PHL1991,PHL,tc20221991,,1991,19911027,19911027,20,2,3060,2578017,279,0,217355,217355,263581152,RUTH,1991289N06156
14553,tc2027,MNP1991,MNP,tc20271991,,1991,19911103,19911103,4,2,612,859339,137,0,0,0,38845,SETH,1991301N08173
14554,tc2030,,,,,1991,19911109,19911110,11,2,1683,4296695,125,0,0,0,0,NORA,1991311N10256
14555,tc2033,,,,,1991,19911117,19911118,4,2,612,3437356,11,0,0,0,0,TIA,1991317S07164
14556,tc2035,,,,,1991,19911124,19911203,199,2,30447,29217526,6914,0,0,0,0,YURI,1991320N06171
14557,tc2035,FSM1991,FSM,tc20351991,,1991,19911126,19911126,14,2,2142,1718678,679,0,0,0,0,YURI,1991320N06171
14558,tc2024,,,,,1991,19911029,19911029,3,2,459,1432231,6,0,0,0,0,GRACE,1991299N27295
14559,tc2026,,,,,1991,19911030,19911030,4,2,612,3437356,18,0,0,0,0,NOT NAMED,1991302N44301
14560,tc2057,,,,,1992,19920228,19920302,143,2,21879,9882407,1400,0,0,0,0,IAN,1992055S12119
14561,tc2058,,,,,1992,19920307,19920312,98,2,14994,18046119,2840,0,0,0,0,FRAN,1992064S10184
14562,tc2058,NCL1992,NCL,tc20581992,,1992,19920309,19920310,26,2,3978,3437356,867,0,11054,11054,72492312,FRAN,1992064S10184
14563,tc2037,,,,,1991,19911204,19911206,218,2,33354,9452735,2703,0,0,0,0,GRAHAM,1991335S04095
14564,tc2037,CCK1991,CCK,tc20371991,,1991,19911205,19911205,12,2,1836,429670,161,0,0,0,0,GRAHAM,1991335S04095
14565,tc2038,,,,,1991,19911207,19911215,222,2,33966,29217526,2444,0,0,0,0,VAL,1991338S08181
14566,tc2038,ASM1991,ASM,tc20381991,,1991,19911209,19911210,19,2,2907,2578017,260,46632,1787,48419,0,VAL,1991338S08181
14567,tc2064,,,,,1992,19920408,19920409,50,2,7650,4296696,266,0,0,0,0,NEVILLE,1992096S08132
14568,tc0752,,,,,1977,19771121,19771122,52,2,7956,5156034,999,0,0,0,0,02S:AURORE,1977322S04083
14569,tc2038,WSM1991,WSM,tc20381991,,1991,19911207,19911209,116,2,17748,6874712,1122,84195,114167,198362,307708520,VAL,1991338S08181
14570,tc2039,,,,,1991,19911208,19911211,66,2,10098,11171407,1244,0,0,0,0,WASA,1991339S10203
14571,tc2044,,,,,1992,19920108,19920110,22,2,3366,7734051,706,0,0,0,0,BETSY,1992005S07172
14572,tc2044,VUT1992,VUT,tc20441992,,1992,19920108,19920109,2,2,306,1718678,55,0,1228,1228,2765950,BETSY,1992005S07172
14573,tc2046,,,,,1992,19920131,19920202,34,2,5202,8593390,430,0,0,0,0,EKEKA,1992027N05206
14574,tc2049,,,,,1992,19920217,19920218,5,2,765,4296695,53,0,0,0,0,DAMAN,1992044S09181
14575,tc2054,,,,,1992,19920228,19920304,184,2,28152,19764797,2663,0,0,0,0,ESAU,1992055S13169
14576,tc2054,NCL1992,NCL,tc20541992,,1992,19920304,19920304,1,2,153,859339,8,0,2685,2685,12938681,ESAU,1992055S13169
14577,tc2056,,,,,1992,19920227,19920301,46,2,7038,10312068,740,0,0,0,0,FARIDA,1992055S11086
14578,tc2053,,,,,1992,19920228,19920308,447,2,68391,32654882,7258,0,0,0,0,HARRIET:HARRIET/HEAT:HEAT,1992056S11102
14579,tc2058,VUT1992,VUT,tc20581992,,1992,19920309,19920309,22,2,3366,1718678,614,6472,33106,39578,119556972,FRAN,1992064S10184
14580,tc2075,,,,,1992,19920626,19920702,64,2,9792,15038443,845,0,0,0,0,BOBBIE,1992172N07144
14581,tc2075,JPN1992,JPN,tc20751992,,1992,19920630,19920630,1,2,153,429670,10,0,162,162,5637835,BOBBIE,1992172N07144
