Register #,Annual DFO # (discontinued),Glide #,Country,Other,Nations, Affected,Detailed Locations (click on active links to access inundation extents),Validation (post event #3503),Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Main cause,Severity *,Affected sq km,Magnitude (M)**,Centroid X,Centroid Y,"""News"" if validated",M>6,Total annual floods M>6,M>4,Total annual floods M>4,Date Began,Total floods M>6,Total floods M>4,,,,
3903,,FL-2012-000032-BOL,Brazil,Bolivia,#N/A,#N/A,"Northern province of Pando, in the Amazon rainforest on the border with Brazil; Acre River, Brazil",News,02/20/2012,03/26/2012,36,3,89000,,Heavy Rain,2,172063.87,7.09302218310443,-67.9865,-10.4897,News,1,6,1,14,02/20/2012,977,3376,,,,
3902,,,Indonesia,,#N/A,#N/A," Nagari Simpang, Pasaman district, West Sumatra; Boyolali, Central Java",News,02/20/2012,02/27/2012,8,0,1200,,Torrential Rain,1,194382.95,6.19174815578357,103.416,-2.58568,News,1,5,1,13,02/20/2012,976,3375,,,,
3901,,,Nigeria,Camaroun,#N/A,#N/A,Northeast Nigeria, Nigeria’s Adamawa State,News,02/20/2012,02/27/2012,8,5,300,,Heavy Rain,1,50438.09,5.60584861925131,12.8074,9.85967,News,0,4,1,12,02/20/2012,975,,,,
3900,,,Philippines,,#N/A,#N/A,Lambayong township of Sultan Kudarat province and villages in the provinces of Agusan del Norte and Surigao del Norte,News,02/20/2012,02/27/2012,8,0,25000,,Torrential Rain,1,39825.28,5.50324882487447,125.265,8.22392,News,0,4,1,11,02/20/2012,975,3373,,,,
3899,,,Indonesia,,#N/A,#N/A,"Cilegon, Banten",News,02/12/2012,02/14/2012,3,0,6800,,Torrential Rain,1,12053.82,4.55824595656946,106.658,-6.31874,News,0,4,1,10,02/12/2012,975,3372,,,,
3898,,,Philippines,,#N/A,#N/A,Zamboanga del Norte,News,02/12/2012,02/14/2012,3,0,13327,,Heavy Rain,1.5,869.906,3.59268484008721,122.12,7.15665,News,0,4,0,9,02/12/2012,975,3371,,,,
3897,,,Greece,,#N/A,#N/A,Western Greece,News,02/03/2012,02/06/2012,4,1,200,,Torrential Rain,1,9251,4.5682486722841,21.0056,39.8677,News,0,4,1,9,02/03/2012,975,3371,,,,
3896,,FL-2012-000019-BGR,Bulgaria,,#N/A,#N/A,Western Bulgaria,News,02/01/2012,02/06/2012,6,5,1000,,"Dam Break, Snowmelt, Heavy Rain",1.5,47136.84,5.62760297399668,24.2576,42.555,News,0,4,1,8,02/01/2012,975,3370,,,,
3895,,,Indonesia,,#N/A,#N/A,"Probolinggo district, East Java",News,01/27/2012,01/29/2012,3,6,3000,,Torrential Rain,1.5,7754.36,4.54275847325079,112.51,-7.48277,News,0,4,1,7,01/27/2012,975,3369,,,,
3894,,,Australia,,#N/A,#N/A,"Central, northern and western Queensland; western New South Wales",News,01/22/2012,03/07/2012,46,2,13000,,Monsoonal Rain,2,761154.11,7.84526042412482,146.646,-21.7176,News,1,4,1,6,01/22/2012,975,3368,,,,
3893,,,Fiji,,#N/A,#N/A,"Nadi, Lautoka, Ba, Sigatoka and Rakiraki; western parts of Fiji's biggest island, Viti Levu",News,01/22/2012,02/06/2012,16,8,3500,,Heavy Rain,1.5,4927.68,5.07285373901194,178.076,-17.784,News,0,3,1,5,01/22/2012,974,3367,,,,
3892,,FL-2012-000017-MWI,Mozambique,South Africa,#N/A,#N/A,"Southeastern Africa, Mozambique, Limpopo River, Kruger National Park South Africa",News,01/17/2012,02/14/2012,29,37,100000,,"Tropical Storms Dando, Funso",1.5,269445.71,7.06896053028969,34.0721,-21.4513,News,1,3,1,4,01/17/2012,974,3366,,,,
3891,,,Angola,,#N/A,#N/A,Northeastern Angola, 10 villages in Uige Province [northeastern Angola near border with DRC],News,12/15/2011,01/09/2012,26,0,5500,,Heavy Rain,1,45582.67,6.07377310831288,15.4558,-6.28412,News,1,2,1,3,12/15/2011,973,,,,
3890,,FL-2012-000003-BRA,Brazil,,#N/A,#N/A,Minas Gerais,News,01/01/2012,01/09/2012,9,8,14000,,Heavy Rain,1,416574.71,6.57393541009465,-43.4893,-19.4637,News,1,1,1,2,01/01/2012,972,3364,,,,
3889,,,Thailand,,#N/A,#N/A,"Trang, Hat Yai, several southern provinces",News,01/01/2012,01/09/2012,9,0,1000,,Torrential Rain,1,11666.14,5.02116969333365,99.4238,8.77228,News,0,0,1,1,01/01/2012,971,3363,,,,
3888,,,Indonesia,,#N/A,#N/A,Wonosobo regency of Central Java Province,News,12/18/2011,01/04/2012,18,10,54,,Torrential Rain,1,2457.47,4.64576072991308,110.236,-7.37953,News,0,48,1,121,12/18/2011,971,3362,,,,
3887,,,Sri Lanka,,#N/A,#N/A,Low-lying lands of Ki'linochchi District,News,12/17/2011,12/22/2011,6,0,11000,,Heavy Rain,1,2560.88,4.18654047877053,80.4521,9.30406,News,0,48,1,120,12/17/2011,971,3361,,,,
3886,,,Tanzania,,#N/A,#N/A,Dar es Salaam,News,12/20/2011,12/22/2011,3,13,0,,Heavy Rain,2,5900.64,4.54905036938076,39.0377,-6.91704,News,0,48,1,119,12/20/2011,971,3360,,,,
3885,,,Malaysia,,#N/A,#N/A,"Kluang, Johor",News,12/17/2011,12/22/2011,6,0,3265,,Torrential Rain,1,20021.76,5.07965350158348,103.007,2.5574,News,0,48,1,118,12/17/2011,971,3359,,,,
3884,,,Philippines,,#N/A,#N/A,"Mindaneo; Cagayan de Oro, Iligan, other cities.",News,12/16/2011,12/22/2011,7,957,1000,,Tropical Storm Washi,2,23573.86,5.51855873570138,124.875,8.52649,News,0,48,1,117,12/16/2011,971,3358,,,,
3883,,,New Zealand,,#N/A,#N/A,"Nelson, northern South Island",News,12/13/2011,12/17/2011,5,0,100,,Torrential Rain,2,3888.1,4.58973742623615,173.188,-41.4857,News,0,48,1,116,12/13/2011,971,3357,,,,
3882,,,Indonesia,,#N/A,#N/A,"Donggala, Central Sulawesi",News,12/12/2011,12/17/2011,6,0,42,,Torrential Rain,1,1254.06,3.87646956602152,120.008,-0.914218,News,0,48,0,115,12/12/2011,971,3356,,,,
3881,,,Kenya,,#N/A,#N/A,"Ng'ambo location, Isiolo district, Budalangi",News,11/29/2011,12/22/2011,24,24,98000,,Heavy Rain,1.5,9789.33,5.54705546966336,36.1168,0.385821,News,0,48,1,115,11/29/2011,971,3356,,,,
3880,,,South Africa,,#N/A,#N/A,Durban and Pietermaritzburg,News,11/27/2011,12/02/2011,6,6,0,,Torrential Rain,1.5,15384.57,5.14132787162586,30.0606,-29.2084,News,0,48,1,114,11/27/2011,971,3355,,,,
3879,,,Australia,,#N/A,#N/A,"Northwestern New South Wales, Moree and Wee Waa",News,11/27/2011,12/22/2011,26,1,60,,Heavy Rain,1,45037.95,6.06855196240848,149.372,-29.4584,News,1,48,1,113,11/27/2011,971,3354,,,,
3878,,,Indonesia,,#N/A,#N/A,"Pawan Village, Rambah sub district, Rokan Hulu (Rohul) District, Riau Province",News,11/27/2011,11/30/2011,4,0,500,,Heavy Rain,1,11294.19,4.65491508084335,100.378,1.69854,News,0,47,1,112,11/27/2011,970,3353,,,,
3877,,,Philippines,,#N/A,#N/A,More than a dozen Philippine villages in Davao del Norte (southern Mindanao),News,11/10/2011,11/15/2011,6,0,30000,,Torrential Rain,1.5,3076.39,4.44228390042291,125.927,8.08596,News,0,47,1,111,11/10/2011,970,3352,,,,
3876,,,Columbia,,#N/A,#N/A,"Manizales, Caldes",News,11/09/2011,12/22/2011,44,486,80000,,Torrential Rain,2,57194.3,6.70183542118976,-73.9399,4.64089,News,1,47,1,110,11/09/2011,970,3351,,,,
3875,,,Uganda,,#N/A,#N/A,Sere District,News,11/09/2011,12/20/2011,42,0,15000,,Torrential Rain,1.5,22324.63,6.14812481924082,34.3836,2.57031,News,1,46,1,109,11/09/2011,969,3350,,,,
3874,,,Kenya,Somalia,#N/A,#N/A,Wajir Town,News,11/09/2011,11/15/2011,7,4,10000,,Torrential Rain,1.5,41010.11,5.63408023325206,40.1672,2.18085,News,0,45,1,108,11/09/2011,968,3349,,,,
3873,,,Italy,,#N/A,#N/A,Cinque Terre,News,10/26/2011,11/01/2011,7,7,0,,Torrential Rain,2,4696.07,4.81786259759479,9.33422,44.4216,News,0,45,1,107,10/26/2011,968,3348,,,,
3872,,,Ghana,,#N/A,#N/A,Accra,News,10/26/2011,10/29/2011,4,14,43000,,Torrential Rain,1,9829.52,4.59459230199417,-0.945865,5.58466,News,0,45,1,106,10/26/2011,968,3347,,,,
3871,,,Mexico,Gutamala,#N/A,#N/A,"Pacific coast of SW Mexico, Manzanillo, and Central America",News,10/10/2011,11/01/2011,23,120,60000,,"Tropical storm Jova, Heavy Rain",2,311970.53,7.15687140242159,-100.833,18.2802,News,1,45,1,105,10/10/2011,968,3346,,,,
3870,,,Turkey,,#N/A,#N/A,Mediterranean and Aegean regions,News,10/08/2011,10/10/2011,3,3,0,,Torrential Rain,1,32113.08,4.98380321593411,27.9719,39.1045,News,0,44,1,104,10/08/2011,967,3345,,,,
3869,,,Algeria,,#N/A,#N/A,"El Bayadh, 700 km south of Algiers",News,10/01/2011,10/02/2011,2,10,200,,Heavy Rain,1,288785.08,5.76160474743883,1.70027,29.5654,News,0,44,1,103,10/01/2011,967,3344,,,,
3868,,,China,,#N/A,#N/A,Guangxi Zhuang Autonomous Region,News,10/01/2011,10/10/2011,10,0,132300,,Tropical Storm Nesat,1.5,24302.22,5.56173720712773,109.005,22.248,News,0,44,1,102,10/01/2011,967,3343,,,,
3867,,,Philippines,,#N/A,#N/A,Luzon,News,09/28/2011,10/02/2011,5,1,180000,,Tropical stroms Pendring and Nalgae,2,18520.07,5.26764262384463,121.548,17.343,News,0,44,1,101,09/28/2011,967,3342,,,,
3866,,,India,,#N/A,#N/A,Orissa,News,09/05/2011,10/02/2011,28,40,15000,,Monsoonal Rain,1.5,27751.69,6.06653872597645,86.0022,20.6511,News,1,44,1,100,09/05/2011,967,3341,,,,
3865,,,Sudan,,#N/A,#N/A,"North Dafur, floods originated in Umm Tahana",News,08/28/2011,09/08/2011,12,0,1000,,Heavy Rain,1,21720.21,5.41604526592393,25.5621,13.0931,News,0,43,1,99,08/28/2011,966,3340,,,,
3864,,,India,,#N/A,#N/A,"Gujarat, Surat",News,08/25/2011,09/13/2011,20,0,5000,,Monsoonal Rain,1.5,33056.09,5.99637273699052,73.9531,22.3021,News,0,43,1,98,08/25/2011,966,3339,,,,
3863,,,Uganda,Kenya,#N/A,#N/A,Bulambuli District in eastern Uganda,News,08/20/2011,09/08/2011,20,31,0,,Heavy Rain,1.5,37846.35,6.05514525609087,33.6678,1.66044,News,1,43,1,97,08/20/2011,966,3338,,,,
3862,,,Niger,,#N/A,#N/A,"Zarmagandaye, Lamorde and Karadje districts",News,08/10/2011,09/08/2011,30,7,5000,,Heavy Rain,1.5,74520.09,6.52548588450948,4.55533,14.9509,News,1,42,1,96,08/10/2011,965,3337,,,,
3861,,,USA,,#N/A,#N/A,Northeastern USA,News,08/27/2011,09/13/2011,18,20,370000,,Tropical Storm Irene,2,252912.89,6.95927346499984,-74.0621,40.1862,News,1,41,1,95,08/27/2011,964,3336,,,,
3860,,,Nigeria,,#N/A,#N/A,Southwestern Nigeria,News,08/26/2011,09/08/2011,14,20,3000,,Torrential Rain,1.5,20013.55,5.62354342528244,4.47296,8.73715,News,0,40,1,94,08/26/2011,963,3335,,,,
3859,,,Pakistan,,#N/A,#N/A,Khyber-Pakhtunkhwa Province,News,08/25/2011,08/29/2011,5,71,300,,Monsoonal Rain,2,47599.43,5.67760175210417,71.7428,38.2779,News,0,40,1,93,08/25/2011,963,3334,,,,
3858,,,China,,#N/A,#N/A,"Various locations: Beijing, northern Shanxi province and the Inner Mongolia Autonomous Region, northeastern Jilin and Heilongjiang provinces, eastern Jiangsu province, central Henan province, southwestern Yunnan province and northwestern Xinjiang Uygur Autonomous Region",News,08/01/2011,09/08/2011,39,22,50000,,Monsoonal Rain,1.5,1215861.78,7.85204007293075,109.532,37.4167,News,1,40,1,92,08/01/2011,963,3333,,,,
3857,,,Pakistan,,#N/A,#N/A,"Sindh Province, southern Pakistan",News,08/12/2011,11/01/2011,82,434,660000,,Monsoonal Rain,1.5,32667.16,6.6040164910957,69.0669,25.0123,News,1,39,1,91,08/12/2011,962,3332,,,,
3856,,,India,,#N/A,#N/A,Dhemaji district of eastern Assam, western parts of Meghalaya,News,08/15/2011,09/08/2011,25,7,11000,,Monsoonal Rain,1.5,50117.38,6.27401962691168,92.1815,26.5897,News,1,38,1,90,08/15/2011,961,,,,
3855,,,Kenya,,#N/A,#N/A,Kisumu Town, Nyanza and Turkana,News,08/15/2011,09/08/2011,25,8,4000,,Heavy Rain,1.5,20554.78,5.88694410056886,35.5731,0.125662,News,0,37,1,89,08/15/2011,960,,,,
3854,,,India,Nepal,#N/A,#N/A,"Bihar, Uttar Pradesh, India; Southern Nepal",News,08/15/2011,10/02/2011,49,158,70000,,Monsoonal Rain,2,40941.51,6.60338993191283,86.2422,26.3755,News,1,37,1,88,08/15/2011,960,3329,,,,
3853,,FL-2011-00071-VNM,Cambodia,Viet Nam,#N/A,#N/A,"Mekong River, Cambodia; Kampong Cham Province",News,08/10/2011,11/15/2011,98,264,280000,,"Tropical Storm, Monsoonal Rain",2,13466.62,6.42151467676393,105.501,12.0043,News,1,36,1,87,08/10/2011,959,3328,,,,
3852,,,India,Bangladesh,#N/A,#N/A,"West Bengal, India; Bangladesh",News,08/10/2011,09/13/2011,35,47,700000,,Monsoonal Rain,2,28684.15,6.3027400249359,88.3453,22.3056,News,1,35,1,86,08/10/2011,958,3327,,,,
3851,,,Afghanistan,,#N/A,#N/A,Eastern Kunar province,News,08/05/2011,08/09/2011,5,6,20,,Monsoonal Rain,1,27920.61,5.14489490670906,70.5453,35.2213,News,0,34,1,85,08/05/2011,957,3326,,,,
3850,,,Thailand,,#N/A,#N/A,"Phrae, Sukhothai, Uttaradit, Phichit, Phitsanulok, Tak, Nakhon Sawan and Ayutthaya provinces",News,08/05/2011,01/09/2012,158,790,10000,,"Tropical Storms, Monsoonal Rain",2,96785.77,7.48549859215029,102.822,17.0382,News,1,34,1,84,08/05/2011,957,3325,,,,
3849,,,USA,,#N/A,#N/A,North Carolina, areas in and near city of Charlotte,News,08/06/2011,08/09/2011,4,2,100,,Torrential Rain,1.5,26044.85,5.1938731109291,-79.3744,35.8055,News,0,33,1,83,08/06/2011,956,,,,
3848,,,Dominican Republic,Haiti,#N/A,#N/A,"Hispaniola, mainly Dominican Republic",News,08/03/2011,08/09/2011,7,3,7000,,Tropical Storm-Emily,1.5,28022.38,5.46869431713504,-70.4897,19.1316,News,0,33,1,82,08/03/2011,956,3323,,,,
3847,,,South Korea,North Korea,#N/A,#N/A,"Seoul,Chuncheon area; 100 kilometres east of the capital; Gyeonggi province; southern North Korea",News,07/27/2011,08/09/2011,14,53,29000,,Heavy Rain,2,17840.77,5.69857162575085,126.872,37.8507,News,0,33,1,81,07/27/2011,956,3322,,,,
3846,,,Brazil,,#N/A,#N/A,"Rio Grande do Sul, S. Brazil",News,07/23/2011,07/29/2011,7,10,20000,,Heavy Rain,1.5,129795.35,6.13444843294018,-52.6403,-30.343,News,1,33,1,80,07/23/2011,956,3321,,,,
3845,,,India,Nepal,#N/A,#N/A,"Uttar Pradesh;  low lying areas of Gonda, Balrampur, Faizabad, Barabanki,Rajasthan",News,07/23/2011,08/09/2011,18,19,200000,,"Dam releases, Monsoonal Rain",1.5,85509.51,6.36337818193799,80.9261,28.5244,News,1,32,1,79,07/23/2011,955,3320,,,,
3844,,,Ghana,,#N/A,#N/A,Eastern Region,News,07/22/2011,07/29/2011,8,6,12571,,Heavy Rain,1,55103.28,5.64426743781294,-0.452256,7.84386,News,0,31,1,78,07/22/2011,954,3319,,,,
3843,,,Bangladesh,,#N/A,#N/A,"Southeast Bangladesh, Cox's Bazar",News,07/21/2011,07/29/2011,9,6,10000,,Monsoonal Rain,1.5,19191.59,5.41344472549315,89.0463,22.5641,News,0,31,1,77,07/21/2011,954,3318,,,,
3842,,,China,,#N/A,#N/A,"S. China, Jiangsu, Anhui, Jiangxi, Hunan, Guangdong, Sichuan, Yunnan provinces and the autonomous region of Tibet",News,07/11/2011,07/22/2011,12,6,1600000,,Monsoonal Rain,1.5,1341347.09,7.38281367651734,108.111,27.0633,News,1,31,1,76,07/11/2011,954,3317,,,,
3841,,,Iran,,#N/A,#N/A,"NW Iran, West Azerbaijan Province",News,07/15/2011,07/22/2011,8,3,0,,Torrential Rain,1,15700.01,5.09898991602178,44.7839,38.0461,News,0,30,1,75,07/15/2011,953,3316,,,,
3840,,,Brazil,,#N/A,#N/A,"NE Brazil, Pernambuco State",News,07/15/2011,07/22/2011,8,10,3000,,Heavy Rain,1,200669.11,6.20557051150215,-38.1133,-8.65047,News,1,30,1,74,07/15/2011,953,3315,,,,
3839,,,Nigeria,,#N/A,#N/A,Katsina State,News,07/15/2011,07/22/2011,8,13,1000,,Heavy Rain,1.5,103000.35,6.09201994650824,8.6417,12.5947,News,1,29,1,73,07/15/2011,952,3314,,,,
3838,,,Nepal,,#N/A,#N/A,Accham district in western Nepal,News,07/02/2011,07/22/2011,21,15,0,,Monsoonal Rain,1.5,46388.45,6.16472041525656,82.2779,28.9081,News,1,28,1,72,07/02/2011,951,3313,,,,
3837,,,Mexico,,#N/A,#N/A,Central Mexico and Gulf Coast states,News,07/01/2011,07/06/2011,6,11,300000,,Tropical Storm Arlene,1.5,185791.33,6.22326795310657,-98.7502,22.1168,News,1,27,1,71,07/01/2011,950,3312,,,,
3836,,,Dominican Republic,Haiti,#N/A,#N/A,"Dominican Republic, Haiti and Jamaica",News,07/02/2011,07/06/2011,5,4,4000,,Heavy Rain,1.5,43197.43,5.51051917293764,-70.9765,18.855,News,0,26,1,70,07/02/2011,949,3311,,,,
3835,,,India,,#N/A,#N/A,"Assam, Arunachal Pradesh, Madhya Pradesh",News,07/01/2011,07/22/2011,22,0,0,,Monsoonal Rain,1,27203.38,5.77704554897962,94.0349,27.3624,News,0,26,1,69,07/01/2011,949,3310,,,,
3834,,,India,,#N/A,#N/A,"Bihar; parts of West Champaran, Gopalganj, Saharsa, Muzaffarpur and Araria districts",News,07/01/2011,07/22/2011,22,0,3000,,Monsoonal Rain,1,42377.33,5.96955627116783,86.1969,26.0844,News,0,26,1,68,07/01/2011,949,3309,,,,
3833,,,Laos,,#N/A,#N/A,"Xiengkoung, Viengtian, Boolikhamxay, Xayaboury provinces",News,06/23/2011,06/29/2011,7,6,0,,Tropical Storm Haima,1.5,36797.7,5.58700997349007,101.556,19.3801,News,0,26,1,67,06/23/2011,949,3308,,,,
3832,,,USA,Canada,#N/A,#N/A,"Souris River, North Dakota; also many areas to the north.",News,06/20/2011,07/06/2011,17,0,16000,,Heavy Rain,2,16000.97,5.73562522800308,-101.306,48.3406,News,0,26,1,66,06/20/2011,949,3307,,,,
3831,,,Russia,,#N/A,#N/A,"Khabarovsk region, Kiya and Khor rivers.",News,06/15/2011,06/29/2011,15,0,120,,Heavy Rain,1,189593.05,6.45391367221611,134.953,48.8518,News,1,26,1,65,06/15/2011,949,3306,,,,
3830,,,Philippines,,#N/A,#N/A,Large parts of Davao city,News,06/28/2011,06/29/2011,2,25,0,,Heavy Rain,1.5,6361.93,4.28071014099667,126.05,7.39811,News,0,25,1,64,06/28/2011,948,3305,,,,
3829,,,Ivory Coast,,#N/A,#N/A,A dozen communities around Abidjan,News,06/15/2011,06/21/2011,7,0,500,,Heavy Rain,1,14448.97,5.00493492937258,-3.23691,5.96536,News,0,25,1,63,06/15/2011,948,3304,,,,
3828,,,China,,#N/A,#N/A,Northwest China's Gansu Province,News,06/15/2011,06/21/2011,7,0,2000,,Heavy Rain,1.5,115468.68,6.08365350020079,102.561,36.9861,News,1,25,1,62,06/15/2011,948,3303,,,,
3827,,,Pakistan,,#N/A,#N/A,"Ghotki District, Sindh",News,06/16/2011,06/21/2011,6,0,0,,Monsoonal Rain,1.5,31965.46,5.45892346798316,69.7095,27.9311,News,0,24,1,61,06/16/2011,947,3302,,,,
3826,,,Georgia,,#N/A,#N/A,Rikoti Pass in central Georgia,News,06/18/2011,06/21/2011,4,4,0,,Torrential Rain,1,26865.71,5.03125831380601,43.4402,42.0348,News,0,24,1,60,06/18/2011,947,3301,,,,
3825,,,India,,#N/A,#N/A,Orissa's Balasore district,News,06/18/2011,06/21/2011,4,5,0,,Torrential Rain,1,41239.79,5.21737643644397,85.8723,20.7933,News,0,24,1,59,06/18/2011,947,3300,,,,
3824,,,Australia,,#N/A,#N/A,New South Wales,News,06/11/2011,06/21/2011,11,0,2000,,Heavy Rain,1,98203.33,6.03351889978942,152.081,-29.8414,News,1,24,1,58,06/11/2011,947,3299,,,,
3823,,,Norway,,#N/A,#N/A,Central and northern Norway,News,06/08/2011,06/13/2011,6,0,0,,Heavy Rain and Snowmelt,1,56089.63,5.52703382554224,9.65431,62.3574,News,0,23,1,57,06/08/2011,946,3298,,,,
3822,,,Columbia,,#N/A,#N/A,15 municipalities in the Antioquia department,News,06/02/2011,06/13/2011,12,464,0,,Heavy Rain,1.5,236086.96,6.62834450507301,-74.1581,5.69693,News,1,23,1,56,06/02/2011,946,3297,,,,
3821,,,China,,#N/A,#N/A,"Zhejiang, Jiangsu, Anhui, Jiangxi, Hubei, Hunan and Guangdong provinces in central and southern China",News,06/01/2011,06/29/2011,29,175,1600000,,Monsoonal Rain,2,431896.52,7.39880769830299,114.478,27.8963,News,1,22,1,55,06/01/2011,945,3296,,,,
3820,,,Philippines,,#N/A,#N/A,At least 13 provinces and the capital Manila, Southern Philippines,News,06/05/2011,06/21/2011,17,15,15000,,Heavy Rain,1.5,71700.83,6.26206436347042,125.208,8.30634,News,1,21,1,54,06/05/2011,944,,,,
3819,,,Canada,,#N/A,#N/A,Lake Manitoba,News,06/01/2011,07/06/2011,36,0,700,,Heavy Rain,1,5634.34,5.30714555138093,-96.8541,52.2558,News,0,20,1,53,06/01/2011,943,3294,,,,
3818,,,Algeria,,#N/A,#N/A,"El Bayadh province, Ghardaia province",News,06/03/2011,06/06/2011,4,4,0,,Heavy Rain,1,191002.27,5.88309852005535,2.8095,32.7048,News,0,20,1,52,06/03/2011,943,3293,,,,
3817,,,Haiti,Dominican Republic,#N/A,#N/A,Lake Azuei,News,06/04/2011,06/13/2011,10,23,250,,Heavy Rain,1,1115.2,4.04735276075393,-71.9966,18.5965,News,0,20,1,51,06/04/2011,943,3292,,,,
3816,,,India,,#N/A,#N/A,Western part of Kottayam district,News,06/01/2011,06/13/2011,13,4,500,,Monsoonal Rain,1,20807.38,5.43216075096263,76.7588,10.8365,News,0,20,1,50,06/01/2011,943,3291,,,,
3815,,,USA,,#N/A,#N/A,"Missouri River, South Dakota, Iowa, Missouri",News,06/04/2011,07/29/2011,56,0,4600,,"Heavy Rain,and Dam release",1.5,23537.98,6.29604847555929,-99.4732,43.5376,News,1,20,1,49,06/04/2011,943,3290,,,,
3814,,,Serbia,,#N/A,#N/A,"Novi Pazar, southwest Serbia",News,05/23/2011,05/24/2011,2,0,5000,,Torrential Rain,1,5465.46,4.03865671584804,20.8708,43.048,News,0,19,1,48,05/23/2011,942,3289,,,,
3813,,,USA,,#N/A,#N/A,Eastern Montana,News,05/22/2011,06/21/2011,31,1,1100,,Heavy Rain and Snowmelt,2,171530.74,7.02673365070537,-105.666,45.2971,News,1,19,1,47,05/22/2011,942,3288,,,,
3812,,,Canada,USA,#N/A,#N/A,"Richelieu River, Quebec; Lake Champlain, Vermont and New York, USA",News,05/04/2011,06/09/2011,37,0,1300,,Heavy Rain,2,5274.09,5.59137925629379,-73.0141,45.6264,News,0,18,1,46,05/04/2011,941,3287,,,,
3811,,,Philippines,,#N/A,#N/A,"Eastern province of Catanduanes, northern Luzon island",News,05/08/2011,05/11/2011,4,10,0,,Tropical Storm Aere,1.5,3179.22,4.28047183223995,124.192,13.6588,News,0,18,1,45,05/08/2011,941,3286,,,,
3810,,,Brazil,,#N/A,#N/A,Pernambuco region,News,05/08/2011,05/11/2011,4,2,15000,,Torrential Rain,1.5,288020.18,6.23757416784986,-40.1191,-9.67979,News,1,18,1,44,05/08/2011,941,3285,,,,
3809,,,USA,,#N/A,#N/A,Central and lower Mississippi River floodplain and tributaries,News,05/01/2011,06/09/2011,40,1,25000,,Heavy Rain,2,239421.33,7.28225282599736,-90.8266,34.0959,News,1,17,1,43,05/01/2011,940,3284,,,,
